# Sum spectrum combining XMM spectra:
# Source Name    ,        obsid,           ra,          dec,          lii,          bii,         time
# GRO J1655-40   ,    112460201,      253.501,     -39.8458,      344.982,      2.45567,      52151.1
# GRO J1655-40   ,    112460301,      253.501,     -39.8458,      344.982,      2.45567,        52151
# GRO J1655-40   ,    112921301,        253.5,     -39.8458,      344.982,      2.45629,      53428.3
# GRO J1655-40   ,    112921401,        253.5,     -39.8458,      344.982,      2.45629,      53443.7
# GRO J1655-40   ,    112921501,        253.5,     -39.8458,      344.982,      2.45629,      53444.7
# GRO J1655-40   ,    112921601,        253.5,     -39.8458,      344.982,      2.45629,      53445.7
# GRO J1655-40   ,    155762501,        253.5,     -39.8458,      344.982,      2.45629,      53447.7
# GRO J1655-40   ,    155762601,        253.5,     -39.8458,      344.982,      2.45629,      53456.4
# GRO J1655-40_1 ,    400890201,      253.501,     -39.8458,      344.982,      2.45595,      54185.6
# GRO J1655-40_2 ,    400890301,      253.501,     -39.8458,      344.982,      2.45595,      54153.7
#
# Total observation time: 368663.0 seconds
#
#                  eV,             Angstrom, flux in 1/(s cm^2 A)
           579.203003,            21.406000,             0.007995
           578.230591,            21.441999,             0.006646
           577.261353,            21.478001,             0.005135
           576.295410,            21.514000,             0.006129
           575.332703,            21.549999,             0.006179
           574.373169,            21.586000,             0.007189
           573.416870,            21.622000,             0.004924
           572.463745,            21.658001,             0.006733
           571.513733,            21.694000,             0.008469
           570.566956,            21.730000,             0.008727
           569.623291,            21.766001,             0.009441
           568.682678,            21.802000,             0.007782
           567.745239,            21.837999,             0.011304
           566.810791,            21.874001,             0.007512
           565.879517,            21.910000,             0.007034
           564.951233,            21.945999,             0.006362
           564.026001,            21.982000,             0.008223
           563.103882,            22.018000,             0.007089
           562.184570,            22.054001,             0.005116
           561.268433,            22.090000,             0.006297
           560.355225,            22.125999,             0.006761
           559.444946,            22.162001,             0.005922
           558.537720,            22.198000,             0.010903
           557.633362,            22.233999,             0.007299
           556.731873,            22.270000,             0.003828
           555.833374,            22.306000,             0.006125
           554.937805,            22.341999,             0.006623
           554.045044,            22.378000,             0.007059
           553.155151,            22.414000,             0.007546
           552.268127,            22.450001,             0.006492
           551.383972,            22.486000,             0.004944
           550.502625,            22.521999,             0.004943
